Reg_Predicted_Class,FRW_Predicted_Class,pred_ID_reg_prob,setosa_reg_prob,versicolor_reg_prob,virginica_reg_prob,pred_ID_frw_prob,setosa_frw_prob,versicolor_frw_prob,virginica_frw_prob,true,ID,train_count_setosa,train_count_versicolor,train_count_virginica,test_count_setosa,test_count_versicolor,test_count_virginica,md,ms,complexity,tree_count
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,28,0,0.97,0.03,28,0,0.99,0.01,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,29,0,0.91,0.09,29,0,0.87,0.13,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,versicolor,30,0,0.99,0.01,30,0,1,0,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:42:41,35,31,34,15,19,16,2,25,0.1,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,20,1,0,0,20,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,21,1,0,0,21,1,0,0,setosa,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,versicolor,22,0,0.998,0.002,22,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,28,0,0.832,0.168,28,0,0.78,0.22,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,versicolor,29,0,0.998,0.002,29,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,31,0,0.36,0.64,31,0,0.36,0.64,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,virginica,37,0,0.002,0.998,37,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,41,0,0.406,0.594,41,0,0.356,0.644,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,versicolor,43,0,0.426,0.574,43,0,0.424,0.576,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,virginica,47,0,0.002,0.998,47,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,virginica,49,0,0.002,0.998,49,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
versicolor,virginica,50,0,0.002,0.998,50,0,0,1,virginica,2019-10-03 01:43:53,29,36,35,21,14,15,2,25,0.1,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,20,0,1,0,20,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,26,0,0.27,0.73,26,0,0.22,0.78,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,27,0,0.76,0.24,27,0,0.74,0.26,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,29,0,0.82,0.18,29,0,0.74,0.26,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,36,0,1,0,36,0,1,0,versicolor,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,virginica,37,0,0.01,0.99,37,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,43,0,0.72,0.28,43,0,0.66,0.34,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,44,0,0.23,0.77,44,0,0.22,0.78,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,45,0,0.23,0.77,45,0,0.22,0.78,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,47,0,0.27,0.73,47,0,0.22,0.78,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
versicolor,versicolor,49,0,0.19,0.81,49,0,0.14,0.86,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:44:07,31,33,36,19,17,14,3,25,0.01,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,20,1,0,0,20,1,0,0,setosa,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,23,0,0.834,0.166,23,0,0.832,0.168,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,25,0,0.994,0.006,25,0,0.998,0.002,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,virginica,28,0,1,0,28,0,0.998,0.002,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,29,0,0.994,0.006,29,0,0.998,0.002,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,32,0,0.994,0.006,32,0,0.998,0.002,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,36,0,1,0,36,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,37,0,1,0,37,0,1,0,versicolor,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,virginica,39,0,0.006,0.994,39,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,virginica,40,0,0.002,0.998,40,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,41,0,0.044,0.956,41,0,0.026,0.974,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,virginica,42,0,0.004,0.996,42,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,virginica,43,0,0.002,0.998,43,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,44,0,0.85,0.15,44,0,0.904,0.096,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
virginica,virginica,46,0,0.81,0.19,46,0,0.858,0.142,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,virginica,47,0,0.004,0.996,47,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,virginica,48,0,0.004,0.996,48,0,0,1,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,49,0,0.006,0.994,49,0,0.004,0.996,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
versicolor,versicolor,50,0,0.008,0.992,50,0,0.004,0.996,virginica,2019-10-03 01:45:19,30,33,37,20,17,13,3,25,0.01,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
setosa,setosa,20,1,0,0,20,1,0,0,setosa,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,versicolor,21,0,0.99,0.01,21,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,virginica,22,0,0.76,0.24,22,0,0.7,0.3,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,versicolor,25,0,0.99,0.01,25,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,versicolor,26,0,0.99,0.01,26,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,versicolor,27,0,0.99,0.01,27,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,virginica,28,0,0.83,0.17,28,0,0.79,0.21,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,versicolor,30,0,0.99,0.01,30,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-03 01:45:34,30,35,35,20,15,15,3,25,0.05,100
